,service,flag,src_bytes,dst_bytes,count,serror_rate,srv_serror_rate,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,Label
107412,24,9,227,8521,5,0,0,1,0,171,1,0,0,0,4
67419,24,9,342,9284,14,0,0,1,0,255,1,0,0.01,0,4
120754,24,9,282,49165,14,0,0,1,0,255,1,0,0,0,4
3035,49,4,0,0,1,0,0,1,0,1,0,0.53,0,0,1
91962,24,9,317,2634,3,0.33,0.17,1,0,255,1,0,0,0,4
98426,20,9,259,0,1,0,0,1,0,43,0.03,0.05,0,0,4
102754,54,9,996,331,1,0,0,1,0,135,0.45,0.07,0,0,4
107921,24,9,224,1053,36,0,0,1,0,255,1,0,0,0,4
72736,54,9,797,392,1,0,0,1,0,12,0.05,0.06,0,0,4
90172,12,9,45,110,1,0,0,1,0,235,0.92,0.01,0,0,4
21020,54,9,1970,325,1,0,0,1,0,135,0.5,0.05,0.02,0.02,4
8280,49,5,0,0,28,1,1,0.5,0.14,16,0.06,0.07,1,1,0
97548,39,1,0,0,253,0,0,0.01,0.07,2,0.01,0.08,0,0,0
15509,49,4,1,0,2,0,0,1,0,2,0.01,0.42,0,0,1
49911,24,1,0,0,1,0,0,1,0,196,1,0,0,0,4
67732,49,9,105,147,7,0,0,0.14,0.29,229,0.9,0.01,0,0,4
101783,24,9,217,701,10,0,0,1,0,255,1,0,0,0,4
97078,58,5,0,0,279,1,1,0.05,0.06,6,0.02,0.07,1,1,0
104996,16,1,0,0,98,0,0,0.18,0.06,18,0.07,0.06,0,0,0
113206,49,5,0,0,120,1,1,0.08,0.07,10,0.04,0.09,1,1,0
118071,19,2,0,0,255,0,0,0.07,0.06,19,0.07,0.08,0,0,0
2342,60,5,0,0,23,1,1,0.26,0.17,37,0.15,0.05,1,1,0
3012,24,9,287,422,4,0,0,1,0,255,1,0,0,0,4
7015,60,5,0,0,25,1,1,0.2,0.08,5,0.02,0.07,1,1,0
55597,24,9,332,274,24,0,0,1,0,255,1,0,0,0,4
71505,24,9,280,430,2,0,0,1,0,255,1,0,0,0,4
67106,14,9,8,0,1,0,0,1,0,124,1,0,0,0,1
103366,49,5,0,0,211,1,1,0.02,0.07,5,0.02,0.09,1,1,0
71677,49,5,0,0,276,1,1,0.05,0.05,15,0.06,0.08,1,1,0
27884,14,9,8,0,1,0,0,1,0,128,1,0,0,0,1
66224,12,9,45,45,184,0,0,1,0,255,1,0,0,0,4
35381,12,9,44,44,117,0,0,1,0,253,0.99,0.01,0,0,4
58059,49,5,0,0,111,1,1,0.14,0.05,18,0.07,0.07,1,1,0
17438,63,5,0,0,259,1,1,0.05,0.07,14,0.05,0.07,1,1,0
113318,49,5,0,0,110,1,1,0.11,0.05,4,0.02,0.07,1,1,0
81271,15,9,1032,0,261,0,0,1,0,255,1,0,0,0,0
101672,49,5,0,0,123,1,1,0.1,0.06,2,0.01,0.1,1,1,0
43075,11,9,48,487,108,0,0,0.01,0.02,2,0.01,0.01,0,0,4
40364,24,9,252,608,17,0,0,1,0,255,1,0,0,0,4
12374,26,5,0,0,141,1,1,0.12,0.06,17,0.07,0.06,1,1,0
107918,19,5,0,0,246,1,1,0.03,0.07,8,0.03,0.07,1,1,0
86804,12,9,43,131,1,0,0,1,0,241,0.95,0.01,0,0,4
122769,19,5,0,0,207,1,1,0.08,0.06,15,0.06,0.06,1,1,0
109511,44,9,516,4,438,0,0,1,0,255,1,0,0,0,4
93006,24,9,200,2920,2,0,0,1,0,255,1,0,0,0,4
43552,68,1,0,0,160,0,0,0.03,0.07,4,0.02,0.08,0,0,0
121502,14,9,8,0,1,0,0,1,0,98,1,0,0,0,1
24565,49,5,0,0,133,1,1,0.12,0.05,6,0.02,0.07,1,1,0
87368,49,9,105,147,1,0,0,1,0,173,0.99,0.01,0,0,4
1213,2,5,0,0,247,1,1,0.04,0.06,10,0.04,0.08,1,1,0
85878,2,5,0,0,192,1,1,0.02,0.06,3,0.01,0.06,1,1,0
71152,24,9,291,320,35,0,0,1,0,255,1,0,0,0,4
38303,19,9,1457,4152,1,0,0,1,0,23,0.29,0.05,0,0,4
63437,15,9,1480,0,9,0,0,1,0,10,0.04,0.08,0.58,0,0
9100,49,9,105,147,1,0,0,1,0,190,0.86,0.01,0,0,4
94894,24,5,0,0,12,1,1,0.5,0.17,66,0.26,0.02,1,1,0
24570,24,9,225,2445,17,0,0,1,0,255,1,0,0,0,4
105114,14,9,8,0,1,0,0,1,0,238,1,0,0,0,1
104365,49,1,0,0,118,0.01,0,0.01,1,1,0,0.47,0,0,1
58078,24,9,281,1410,14,0,0,1,0,255,1,0,0,0,4
100240,24,9,315,283,15,0,0,1,0,255,1,0,0,0,4
50164,44,9,2056,0,6,0.17,0,0.17,0.5,1,0.01,0.06,0.01,0,4
33668,24,9,200,762,4,0,0,1,0,255,1,0,0,0,4
7485,24,9,224,4125,14,0,0,1,0,255,1,0,0,0,4
72463,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
96673,49,5,0,0,112,1,1,0.01,0.07,1,0,0.08,1,1,0
49922,24,9,243,399,27,0,0,1,0,255,1,0,0,0,4
55483,68,5,0,0,280,1,1,0,0.06,2,0.01,0.07,1,1,0
18504,49,1,0,0,122,0,0,0.02,0.08,3,0.01,0.07,0,0,0
107379,14,9,30,0,1,0,0,1,0,131,1,0,0,0,4
101664,20,9,1690,0,2,0,0,1,0,87,0.37,0.04,0.01,0,4
120955,14,9,8,0,1,0,0,1,0,81,1,0,0,0,1
55160,44,1,0,0,511,0.18,0,0,1,1,0,1,0.27,0,1
53808,49,9,1,0,119,0,0,0.92,0.02,180,0.71,0.04,0,0,1
32071,54,9,1765,370,1,0,0,1,0,240,0.89,0.06,0,0,4
117165,49,1,0,0,150,0,0,0.09,0.06,14,0.05,0.06,0,0,0
35717,4,1,0,0,123,0,0,0.03,0.07,4,0.02,0.07,0,0,0
69255,49,1,0,0,10,0,0,0.1,1,1,0.01,0.19,0,0,1
25597,24,9,329,1378,8,0,0,1,0,255,1,0,0,0,4
124238,49,5,0,0,19,1,1,0.32,0.26,6,0.02,0.08,1,1,0
57339,54,9,877,335,1,0,0,1,0,198,0.92,0.05,0,0.01,4
10694,63,5,0,0,190,1,1,0.04,0.07,7,0.03,0.07,1,1,0
49228,20,5,0,0,38,1,1,0.24,0.11,65,0.25,0.02,1,1,0
104104,24,9,220,1695,18,0,0,1,0,255,1,0,0,0,4
125622,15,9,1032,0,456,0,0,1,0,255,1,0,0,0,0
99807,49,9,105,146,5,0,0,0.2,0.4,240,0.94,0.01,0,0,4
90822,24,9,269,16143,5,0,0,1,0,255,1,0,0,0,4
112926,14,9,8,0,1,0,0,1,0,86,1,0,0,0,1
50783,14,9,8,0,1,0,0,1,0,255,1,0,0,0,1
42749,38,5,0,0,273,1,1,0.01,0.06,4,0.02,0.07,1,1,0
22302,24,5,0,0,36,1,1,0.31,0.11,59,0.23,0.04,1,1,0
113005,49,5,0,0,293,1,1,0.06,0.06,18,0.07,0.06,1,1,0
61926,14,9,8,0,1,0,0,1,0,255,1,0,0,0,1
5281,14,9,8,0,1,0,0,1,0,87,1,0,0,0,1
37322,49,5,0,0,96,1,1,0.02,0.1,2,0.01,0.09,1,1,0
11353,54,9,827,326,1,0,0,1,0,121,0.53,0.02,0,0,4
22872,12,9,45,139,245,0,0,1,0,251,0.98,0.01,0,0,4
64217,49,5,0,0,210,1,1,0.03,0.06,6,0.02,0.08,1,1,0
54514,24,9,155,6536,1,0,0,1,0,255,1,0,0,0,4
116500,20,5,0,0,34,1,1,0.21,0.12,63,0.25,0.03,1,1,0
120089,18,5,0,0,21,1,1,0.29,0.19,66,0.26,0.02,1,1,0
108476,49,9,1,0,24,0,0,0.92,0.12,22,0.09,0.73,0.08,0,1
84912,54,9,938,328,1,0,0,1,0,192,0.5,1,0,0,4
48818,12,9,44,79,128,0,0,1,0,255,1,0,0,0,4
49931,49,5,0,0,237,1,1,0.1,0.04,24,0.09,0.05,1,1,0
91425,49,5,0,0,140,1,1,0.02,0.09,3,0.01,0.08,1,1,0
6562,24,9,208,1778,3,0,0,1,0,255,1,0,0,0.01,4
87173,30,1,0,0,104,0,0,0.12,0.07,13,0.05,0.06,0,0,0
72439,49,9,105,105,1,0,0,1,0,252,0.99,0.01,0,0,4
119297,35,5,0,0,203,1,1,0.08,0.05,16,0.06,0.05,1,1,0
119887,28,5,0,0,281,1,1,0.01,0.06,1,0,0.07,1,1,0
80413,12,9,102,0,1,0,0,1,0,249,0.98,0.01,0,0,4
100878,10,5,0,0,94,1,1,0.05,0.07,5,0.02,0.08,1,1,0
50959,20,9,501760,0,2,0,0,1,0,95,0.44,0.03,0,0.01,4
52417,24,9,344,185,9,0,0,1,0,255,1,0,0,0,4
20239,19,9,1169,3380,1,0,0,1,0,42,0.16,0.02,0,0,4
1184,47,5,0,0,276,1,1,0.06,0.06,16,0.06,0.08,1,1,0
86367,20,9,2194619,0,2,0,0,1,0,96,0.6,0.3,0,0,4
107625,24,9,206,9152,7,0,0,1,0,255,1,0,0,0,4
84350,24,9,202,9685,4,0,0,1,0,255,1,0,0.01,0.01,4
36634,37,5,0,0,148,1,1,0.01,0.09,1,0,0.07,1,1,0
89920,12,9,44,135,214,0,0,1,0.01,177,0.82,0.01,0,0,4
97509,24,9,195,1954,12,0,0,1,0,255,1,0,0,0,4
38311,32,5,0,0,103,1,1,0.17,0.06,19,0.07,0.07,1,1,0
51752,12,9,44,130,56,0,0,1,0,254,1,0.01,0,0,4
76221,24,9,232,2698,4,0,0,1,0,246,0.96,0.01,0,0,4
39519,20,5,0,0,244,1,1,0.01,0.06,5,0.02,0.07,1,1,0
111310,24,9,316,2698,21,0,0,1,0,244,0.96,0.02,0,0,4
117508,24,9,232,555,1,0,0,1,0,255,1,0,0,0,4
97997,24,9,223,553,8,0,0,1,0,255,1,0,0,0,4
117017,33,5,0,0,278,1,1,0.06,0.04,16,0.06,0.05,1,1,0
42387,55,1,0,0,109,0,0,0.06,0.06,6,0.02,0.07,0,0,0
37292,24,9,305,2019,29,0,0,1,0,255,1,0,0,0,4
37930,20,9,7673,0,1,0,0,1,0,8,0.33,0.25,0,0,4
38859,49,5,0,0,107,1,1,0.14,0.07,14,0.05,0.07,1,1,0
12883,60,6,90,2832,1,1,1,1,0,29,0.19,0.46,0.08,0.45,4
122064,49,5,0,0,169,1,1,0.11,0.05,4,0.02,0.07,1,1,0
123540,24,1,0,0,1,0,0,1,0,254,1,0,0,0,4
37903,30,1,0,0,103,0,0,0.1,0.06,10,0.04,0.07,0,0,0
73673,2,5,0,0,271,1,1,0.01,0.06,2,0.01,0.06,1,1,0
1529,60,6,0,0,1,1,1,1,0,1,0.01,0.05,0.01,1,4
46201,24,9,310,7149,15,0,0,1,0,255,1,0,0,0,4
10693,19,9,361,1181,1,0,0,1,0,1,1,0,0,0,4
89055,20,5,0,0,24,1,1,0.5,0.08,59,0.23,0.02,1,1,0
21019,24,9,302,6542,6,0,0,1,0,255,1,0,0,0,4
30594,18,9,9,318,1,0,0,1,0,18,0.12,0.03,0,0,4
91316,15,9,1032,0,511,0,0,1,0,231,0.91,0.01,0,0,0
106115,54,9,723,328,1,0,0,1,0,138,0.34,0.02,0,0,4
14654,12,9,45,141,323,0,0,1,0,251,0.98,0.01,0,0,4
6907,18,5,0,0,6,1,1,1,0,12,0.09,0.06,1,0.5,0
108844,24,9,3744,4026,14,0,0,1,0,255,1,0,0,0.01,4
56700,26,1,0,0,106,0,0,0.11,0.07,12,0.05,0.05,0,0,0
46295,17,2,0,0,132,0,0,0.14,0.06,18,0.07,0.06,0,0,0
21959,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
86416,24,9,237,10757,1,0,0,1,0,255,1,0,0,0,4
10740,63,9,6,4,2,0,0,0.5,1,1,0.01,0.13,0,0,1
44478,24,9,295,284,2,0,0,1,0,255,1,0,0,0,4
103317,34,5,0,0,140,1,1,0.08,0.06,10,0.04,0.07,1,1,0
1146,49,5,0,0,275,1,1,0.07,0.06,15,0.06,0.07,1,1,0
93594,24,9,213,1628,13,0,0,1,0,255,1,0,0,0,4
52764,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
71298,44,1,0,0,511,0.11,0,0,1,1,0,1,0.15,0,1
68935,24,1,0,0,219,0,0,0.03,0.07,7,0.03,0.07,0,0,0
21864,24,9,288,1279,21,0,0,1,0,255,1,0,0,0,4
13353,49,5,0,0,161,1,1,0.07,0.06,11,0.04,0.06,1,1,0
1891,14,9,18,0,1,0,0,1,0,239,1,0,0,0,1
91728,24,9,288,2289,11,0,0,1,0,255,1,0,0,0.01,4
116665,52,5,0,0,215,1,1,0.03,0.06,6,0.02,0.07,1,1,0
74232,49,5,0,0,229,1,1,0.05,0.07,11,0.04,0.07,1,1,0
125748,5,5,0,0,217,1,1,0.01,0.07,2,0.01,0.07,1,1,0
43068,24,9,216,312,5,0,0,1,0,255,1,0,0,0,4
60679,54,9,1061,363,1,0,0,1,0,4,0.11,0.69,0,0,4
121451,24,9,239,4412,20,0,0,1,0,255,1,0,0,0,4
115282,24,9,236,4028,1,0,0,1,0,255,1,0,0,0,4
76570,44,9,147,105,1,0,0,1,0,2,0.01,0.53,0,0,4
92868,24,9,311,3222,4,0,0,1,0,244,0.96,0.01,0,0,4
60910,9,5,0,0,260,1,1,0.02,0.06,4,0.02,0.08,1,1,0
109768,43,9,48,48,4,0,0,0.25,0.5,56,0.22,0.01,0,0,4
123825,6,5,0,0,106,1,1,0.05,0.07,5,0.02,0.06,1,1,0
92594,24,9,288,3312,2,0,0,1,0,58,1,0,0.02,0.02,4
60387,20,9,19,0,1,0,0,1,0,115,0.31,0.19,0,0,4
29338,49,2,0,0,130,0,0,0.15,0.06,19,0.07,0.07,0,0,0
34403,24,9,160,497,2,0,0,1,0,255,1,0,0.05,0.01,4
7591,12,9,45,73,228,0,0,1,0,250,0.98,0.01,0,0,4
64651,19,5,0,0,292,1,1,0.01,0.06,2,0.01,0.06,1,1,0
29190,15,9,1032,0,350,0,0,1,0,255,1,0,0,0,0
104989,12,9,44,76,162,0,0,1,0,255,1,0,0,0,4
79425,19,5,0,0,242,1,1,0,0.06,1,0,0.06,1,1,0
120883,49,9,1,0,12,0,0,0.92,0.17,11,0.04,0.23,0,0,1
23724,4,5,0,0,144,1,1,0.1,0.06,11,0.04,0.08,1,1,0
31585,24,9,167,11766,4,0,0,1,0,255,1,0,0,0,4
4349,12,9,44,86,115,0,0,0.99,0.02,241,0.95,0.01,0,0,4
3530,14,9,8,0,1,0,0,1,0,39,1,0,0,0,1
20087,49,5,0,0,17,1,1,0.47,0.29,8,0.03,0.08,1,1,0
125217,43,9,48,48,4,0,0,0.5,0.5,13,0.27,0.04,0,0,4
12158,24,9,338,327,2,0,0,1,0,255,1,0,0,0,4
6196,20,9,641,0,1,0,0,1,0,105,0.84,0.06,0,0,4
71259,24,9,210,4896,8,0,0,1,0,255,1,0,0,0,4
7815,24,9,307,741,26,0,0,1,0,255,1,0,0,0,4
24012,24,9,373,345,21,0,0,1,0,255,1,0,0,0,4
115066,59,5,0,0,280,1,1,0.07,0.06,17,0.07,0.07,1,1,0
118314,15,9,1032,0,69,0,0,1,0,69,0.27,0.02,0,0,0
8441,49,9,28,0,43,0,0,1,0,43,0.17,0.01,0,0,0
23913,12,9,44,131,135,0,0,0.99,0.01,221,0.87,0.02,0,0,4
97159,41,5,0,0,102,1,1,0.18,0.07,18,0.07,0.06,1,1,0
58364,24,9,317,370,7,0,0,1,0,255,1,0,0,0,4
62079,31,1,0,0,134,0,0,0.13,0.06,17,0.07,0.06,0,0,0
99541,24,9,170,1091,1,0,0,1,0,254,1,0,0,0,4
16717,15,9,1032,0,62,0,0,1,0,62,0.24,0.02,0,0,0
40058,20,9,1874,0,9,0,0,1,0,103,0.4,0.02,0,0,4
97973,49,1,0,0,1,0,0,1,0,1,0.03,1,0,0,1
24606,65,9,123,0,6,0,0,0.33,0.33,31,0.15,0.01,0,0,4
20218,24,9,306,2239,7,0,0,1,0,240,0.94,0.02,0,0,4
103610,49,5,0,0,109,1,1,0.11,0.06,8,0.03,0.07,1,1,0
15719,24,9,244,994,5,0,0,1,0,255,1,0,0,0,4
37562,24,9,394,269,25,0,0,1,0,255,1,0,0,0,4
121868,24,9,233,25257,7,0,0,1,0,255,1,0,0,0,4
117132,24,9,294,855,4,0,0,1,0,255,1,0,0,0,4
53043,24,9,235,411,22,0,0,1,0,255,1,0,0,0,4
50626,24,9,212,5930,15,0,0,1,0,255,1,0,0,0,4
57479,24,9,224,1674,28,0,0,1,0,255,1,0,0,0,4
10874,30,5,0,0,98,1,1,0.12,0.07,12,0.05,0.06,1,1,0
62625,49,9,105,146,7,0,0,0.14,0.29,240,0.94,0.01,0,0,4
110349,24,9,327,392,14,0,0,1,0,255,1,0,0.01,0.01,4
99322,69,5,0,0,286,1,1,0.07,0.05,20,0.08,0.05,1,1,0
49466,49,5,0,0,237,1,1,0.08,0.04,19,0.2,0.08,0.98,1,0
66983,24,9,216,526,28,0,0,1,0,255,1,0,0,0,4
83060,49,9,105,0,1,0,0,1,0,11,1,0,0,0,4
66849,60,5,0,0,24,0.96,1,0.21,0.21,25,0.1,0.05,1,1,0
17978,30,5,0,0,132,1,1,0.12,0.06,4,0.02,0.07,1,1,0
111096,44,9,1,0,17,0,0,0.12,0.59,2,0.01,0.12,0,0,1
104117,49,5,0,0,121,1,1,0.14,0.06,16,0.06,0.07,1,1,0
10934,63,5,0,0,248,1,1,0,0.05,1,0,0.05,1,1,0
41687,24,9,238,408,33,0,0,1,0,255,1,0,0,0,4
78890,35,5,0,0,269,1,1,0.07,0.06,1,0,0.08,1,1,0
90709,24,9,322,2242,18,0,0,1,0,255,1,0,0,0,4
31265,49,1,0,0,411,0.06,0,0,1,1,0,1,0.09,0,1
47678,24,9,216,332,7,0,0,1,0,255,1,0,0,0,4
80385,49,1,0,0,2,0,0,0.5,1,1,0,0.7,0,0,1
118842,24,9,207,2302,3,0,0,1,0,255,1,0,0,0,4
46392,49,9,1,74,26,0,0,0.19,0.15,5,0.02,0.79,0.16,0,1
48466,12,9,30,30,1,0,0,1,0,90,0.68,0.02,0,0,4
121330,44,9,146,105,1,0,0,1,0,1,0,0.69,0,0,4
109241,24,9,54540,8314,7,0,0,1,0,255,1,0,0,0,0
2060,24,9,306,2698,4,0,0,1,0,247,0.97,0.01,0,0,4
81609,12,9,44,44,84,0,0,1,0,254,1,0.01,0,0,4
6192,24,9,204,2494,14,0,0,1,0,255,1,0,0,0,4
40515,49,5,0,0,220,1,1,0.09,0.05,19,0.07,0.06,1,1,0
36012,39,5,0,0,214,1,1,0.01,0.07,3,0.01,0.08,1,1,0
70232,54,9,1698,390,1,0,0,1,0,96,0.38,0.25,0.25,0,4
57035,49,9,1,0,8,0,0,0.25,0.38,22,0.09,0.71,0.01,0,1
71049,24,9,233,3222,4,0,0,1,0,249,0.98,0.01,0,0,4
76571,54,9,1089,329,4,0,0,0.25,0.5,123,0.59,0.15,0,0,4
53724,49,1,0,0,2,0,0,0.5,1,1,0,0.59,0,0,1
120872,24,9,238,10589,27,0,0,1,0,255,1,0,0,0,4
15442,49,5,0,0,76,1,1,0.01,0.08,14,0.05,0.07,1,1,0
67840,32,1,0,0,136,0,0,0.04,0.06,2,0.01,0.07,0,0,0
4617,24,9,301,127,1,0,0,1,0,255,1,0,0,0,4
39935,24,9,299,398,2,0,0,1,0,255,1,0,0,0,4
48088,44,9,146,105,4,0,0,0.5,0.5,4,0.02,0.57,0,0,4
80225,24,9,225,19736,6,0,0,1,0,255,1,0,0,0.01,4
66519,49,5,0,0,182,1,1,0.02,0.07,14,0.05,0.06,1,1,0
23389,28,5,0,0,277,1,1,0.05,0.06,15,0.06,0.06,1,1,0
121343,54,9,655,334,1,0,0,1,0,83,0.62,0.1,0.01,0,4
35643,24,9,221,1556,8,0,0,1,0,255,1,0,0,0,4
120460,54,9,6754,370,1,0,0,1,0,151,0.83,0.11,0,0,4
111727,24,1,0,0,1,0,0,1,0,239,1,0,0,0,4
27924,54,9,997,331,1,0,0,1,0,64,0.84,0.04,0,0,4
91913,6,5,0,0,147,1,1,0.1,0.05,15,0.06,0.06,1,1,0
14568,24,9,323,3198,76,0,0,1,0,255,1,0,0,0,4
111308,44,4,1,0,2,0,0,1,0,2,0.01,0.74,0,0,1
109973,16,1,0,0,148,0,0,0.13,0.05,19,0.07,0.06,0,0,0
5487,24,9,201,3796,2,0,0,1,0,255,1,0,0,0,4
96715,19,9,240,774,1,0,0,1,0,27,0.17,0.45,0,0,4
59988,24,5,0,0,16,1,1,0.12,0.19,56,0.22,0.04,1,1,0
86327,54,5,0,0,213,1,1,0,0.05,1,0,0.05,1,1,0
93903,15,9,520,0,22,0,0,1,0,255,1,0,0,0,0
115920,14,9,8,0,1,0,0,1,0,6,1,0,0,0,1
25272,49,5,0,0,103,1,1,0.03,0.07,3,0.03,0.09,1,1,0
77876,44,9,147,105,1,0,0,1,0,3,0.01,0.41,0,0,4
58265,31,5,0,0,127,1,1,0.16,0.05,20,0.08,0.05,1,1,0
893,28,5,0,0,195,1,1,0.01,0.06,1,0,0.05,1,1,0
118769,15,9,520,0,401,0,0,1,0,255,1,0,0,0,0
17957,24,9,239,873,11,0,0,1,0,255,1,0,0,0,4
113359,67,5,0,0,226,1,1,0.09,0.06,20,0.08,0.07,1,1,0
42943,12,9,45,135,312,0,0,1,0.01,226,0.89,0.01,0,0,4
49512,24,9,307,2077,8,0,0,1,0,255,1,0,0,0,4
71807,54,9,1149,331,1,0,0,1,0,78,0.5,0.02,0,0,4
110016,24,9,282,2113,29,0,0,1,0,255,1,0,0,0,4
111095,49,5,0,0,194,1,1,0.03,0.06,16,0.06,0.07,1,1,0
39876,49,5,0,0,132,1,1,0.08,0.06,13,0.05,0.06,1,1,0
74064,49,5,0,0,138,1,1,0.12,0.06,16,0.39,0.1,1,1,0
93924,49,5,0,0,210,1,1,0.09,0.05,16,0.06,0.07,1,1,0
85353,20,5,0,0,188,1,1,0.08,0.06,15,0.06,0.06,1,1,0
20459,24,9,288,457,2,0,0,1,0,255,1,0,0,0,4
57328,8,5,0,0,114,1,1,0.05,0.06,6,0.02,0.06,1,1,0
49175,54,9,925,327,1,0,0,1,0,62,0.69,0.06,0.01,0.02,4
16766,49,4,0,0,1,0,0,1,0,1,0,0.25,0,0,1
100074,24,9,274,9757,1,0,0,1,0,255,1,0,0,0.01,4
92022,19,9,246,773,1,0,0,1,0,21,0.44,0.1,0,0,4
39461,12,9,41,73,128,0,0,0.99,0.02,254,1,0.01,0,0,4
60099,6,5,0,0,150,1,1,0.13,0.05,20,0.08,0.05,1,1,0
16709,24,9,222,2168,23,0,0,1,0,255,1,0,0,0,4
4530,24,9,293,4937,18,0,0,1,0,255,1,0,0,0,4
123574,12,9,43,129,80,0,0,1,0,254,1,0.01,0,0,4
85804,9,2,0,0,276,0,0,0.07,0.06,19,0.07,0.06,0,0,0
7177,12,9,44,70,109,0,0,1,0,254,1,0.01,0,0,4
54248,24,9,408,4158,6,0,0,1,0,255,1,0,0,0,4
97961,49,1,0,0,139,0,0,0.09,0.06,13,0.05,0.06,0,0,0
31043,49,4,1,0,2,0,0,1,0,2,0.01,0.09,0,0,1
42818,15,9,64,0,1,0,0,1,0,1,0.01,0.08,0.01,0,4
57732,24,9,211,1695,11,0,0,1,0,255,1,0,0,0,4
74127,49,5,0,0,74,1,1,0.09,0.07,18,0.07,0.07,1,1,0
764,24,9,307,8339,5,0,0,1,0,255,1,0,0,0.01,4
112657,24,9,284,444,2,0,0,1,0,255,1,0,0,0,4
97665,24,6,149,21900,1,1,1,1,0,255,1,0,0.04,0,4
75796,24,9,227,369,16,0,0,1,0,255,1,0,0,0,4
35280,44,9,35195,0,20,0.05,0,0.05,0.3,1,0.01,0.12,0.01,0,4
27047,20,9,71,0,1,0,0,1,0,73,0.29,0.02,0.5,0.45,4
74162,24,5,0,0,1,1,1,1,0,255,1,0,1,0.01,4
31636,49,9,1,0,25,0,0,0.36,0.12,9,0.04,0.6,0,0,1
87666,54,9,3249,331,1,0,0,1,0,146,0.76,0.02,0,0,4
94297,12,9,43,74,154,0,0,0.99,0.01,255,1,0,0,0,4
64874,24,9,249,2081,3,0,0,1,0,255,1,0,0,0,4
48389,24,9,234,2189,11,0,0,1,0,255,1,0,0,0,4
57343,15,9,1032,0,329,0,0,1,0,151,0.62,0.03,0.01,0,0
48709,24,9,301,1929,1,0,0,1,0,255,1,0,0,0.01,4
109716,54,9,1687,368,1,0,0,1,0,103,0.88,0.03,0,0,4
36471,24,9,297,2507,7,0,0,1,0,33,0.97,0.06,0,0,4
64497,49,5,0,0,210,1,1,0,0.06,2,0.01,0.08,1,1,0
122035,14,9,8,0,1,0,0,1,0,12,1,0,0,0,1
33603,44,9,146,105,1,0,0,1,0,1,0,0.85,0,0,4
77145,24,9,325,582,3,0,0,1,0,255,1,0,0,0.01,4
72370,49,1,0,0,58,0.02,0,0.02,1,1,0,0.25,0,0,1
66339,49,5,0,0,112,0.99,1,0.08,0.08,9,0.04,0.06,1,1,0
48005,11,5,0,0,260,1,1,0.08,0.06,20,0.08,0.06,1,1,0
86373,49,9,28,0,31,0,0,0.97,0.06,30,0.12,0.02,0,0,0
118038,20,5,0,0,199,1,1,0.07,0.06,14,0.05,0.07,1,1,0
47097,19,9,1143,2445,1,0,0,1,0,48,0.19,0.02,0.03,0,2
60388,20,9,641,0,1,0,0,1,0,79,0.48,0.04,0,0,4
21221,24,1,0,0,1,0,0,1,0,255,1,0,0,0,4
79451,49,5,0,0,291,1,1,0.04,0.05,10,0.04,0.06,1,1,0
102569,24,9,54540,8314,5,0,0,1,0,27,1,0,0,0,0
42497,12,9,44,72,142,0,0,1,0,223,0.87,0.01,0,0,4
27264,20,5,0,0,39,1,1,0.03,0.1,61,0.24,0.02,1,1,0
47124,49,5,0,0,103,1,1,0.14,0.06,37,0.15,0.06,1,1,0
74144,35,5,0,0,250,1,1,0.1,0.06,24,0.09,0.07,1,1,0
18768,16,5,0,0,110,1,1,0.15,0.05,20,0.08,0.06,1,1,0
44936,24,1,0,0,1,0,0,1,0,91,1,0,0,0,4
25507,44,9,145,0,4,0,0,0.25,0.75,1,0,0.62,0,0,4
110842,12,9,45,111,65,0,0,1,0,204,0.8,0.01,0,0,4
80140,24,9,271,14846,1,0,0,1,0,255,1,0,0,0,4
27932,49,5,0,0,268,1,1,0.06,0.06,6,0.02,0.06,1,1,0
35025,49,9,1,0,18,0,0,0.06,0.5,1,0,0.74,0.03,0,1
17972,15,9,64,0,151,0.99,0,0.01,0.06,1,0,0.09,0.66,0,4
104509,49,5,0,0,128,1,1,0.11,0.06,20,0.08,0.06,1,1,0
12271,54,9,977,326,1,0,0,1,0,203,0.8,0.02,0,0,4
45297,68,5,0,0,278,1,1,0.07,0.05,20,0.08,0.05,1,1,0
89647,54,8,878,329,1,1,1,1,0,69,0.61,0.05,0.02,0.03,4
67951,49,5,0,0,126,1,1,0.13,0.06,4,0.02,0.07,1,1,0
91168,18,2,0,0,237,0,0,0.02,0.07,4,0.02,0.07,0,0,0
68666,24,9,203,2828,16,0,0,1,0,255,1,0,0,0,4
124714,63,9,0,4,1,0,0,1,0,2,0.06,1,0,0,1
29120,14,9,8,0,1,0,0,1,0,72,1,0,0,0,1
7663,13,5,0,0,295,1,1,0.08,0.05,24,0.09,0.05,1,1,0
74417,24,9,224,373,2,0,0,1,0,255,1,0,0,0,4
19037,49,5,0,0,254,1,1,0.04,0.06,20,0.08,0.05,1,1,0
104227,67,5,0,0,285,1,1,0.02,0.06,17,0.07,0.06,1,1,0
